,path,crop,croplabel
0,/kaggle/input/kag2/sugarcane/sugarcane037ahs.jpeg,sugarcane,3
1,/kaggle/input/kag2/sugarcane/sugarcane034a.jpeg,sugarcane,3
2,/kaggle/input/kag2/sugarcane/sugarcane032arot.jpeg,sugarcane,3
3,/kaggle/input/kag2/sugarcane/sugarcane036ahs.jpeg,sugarcane,3
4,/kaggle/input/kag2/sugarcane/sugarcane023ahs.jpeg,sugarcane,3
5,/kaggle/input/kag2/sugarcane/sugarcane026a.jpeg,sugarcane,3
6,/kaggle/input/kag2/sugarcane/sugarcane0003ahs.jpeg,sugarcane,3
7,/kaggle/input/kag2/sugarcane/sugarcane017arot.jpeg,sugarcane,3
8,/kaggle/input/kag2/sugarcane/sugarcane005ahf.jpeg,sugarcane,3
9,/kaggle/input/kag2/sugarcane/sugarcane027arot.jpeg,sugarcane,3
10,/kaggle/input/kag2/sugarcane/sugarcane013ahs.jpeg,sugarcane,3
11,/kaggle/input/kag2/sugarcane/sugarcane014a.jpeg,sugarcane,3
12,/kaggle/input/kag2/sugarcane/sugarcane016ahf.jpeg,sugarcane,3
13,/kaggle/input/kag2/sugarcane/sugarcane028a.jpeg,sugarcane,3
14,/kaggle/input/kag2/sugarcane/sugarcane027ahf.jpeg,sugarcane,3
15,/kaggle/input/kag2/sugarcane/sugarcane016arot.jpeg,sugarcane,3
16,/kaggle/input/kag2/sugarcane/sugarcane019ahs.jpeg,sugarcane,3
17,/kaggle/input/kag2/sugarcane/sugarcane0004arot.jpeg,sugarcane,3
18,/kaggle/input/kag2/sugarcane/sugarcane009arot.jpeg,sugarcane,3
19,/kaggle/input/kag2/sugarcane/sugarcane034ahs.jpeg,sugarcane,3
20,/kaggle/input/kag2/sugarcane/sugarcane027a.jpeg,sugarcane,3
21,/kaggle/input/kag2/sugarcane/sugarcane025arot.jpeg,sugarcane,3
22,/kaggle/input/kag2/sugarcane/sugarcane030ahf.jpeg,sugarcane,3
23,/kaggle/input/kag2/sugarcane/sugarcane009a.jpeg,sugarcane,3
24,/kaggle/input/kag2/sugarcane/sugarcane031a.jpeg,sugarcane,3
25,/kaggle/input/kag2/sugarcane/sugarcane0002arot.jpeg,sugarcane,3
26,/kaggle/input/kag2/sugarcane/sugarcane028ahs.jpeg,sugarcane,3
27,/kaggle/input/kag2/sugarcane/sugarcane020ahs.jpeg,sugarcane,3
28,/kaggle/input/kag2/sugarcane/sugarcane021arot.jpeg,sugarcane,3
29,/kaggle/input/kag2/sugarcane/sugarcane0003ahf.jpeg,sugarcane,3
30,/kaggle/input/kag2/sugarcane/sugarcane008ahs.jpeg,sugarcane,3
31,/kaggle/input/kag2/sugarcane/sugarcane016a.jpeg,sugarcane,3
32,/kaggle/input/kag2/sugarcane/sugarcane025ahs.jpeg,sugarcane,3
33,/kaggle/input/kag2/sugarcane/sugarcane031ahs.jpeg,sugarcane,3
34,/kaggle/input/kag2/sugarcane/sugarcane017ahs.jpeg,sugarcane,3
35,/kaggle/input/kag2/sugarcane/sugarcane039ahs.jpeg,sugarcane,3
36,/kaggle/input/kag2/sugarcane/sugarcane036ahf.jpeg,sugarcane,3
37,/kaggle/input/kag2/sugarcane/sugarcane0011a.jpeg,sugarcane,3
38,/kaggle/input/kag2/sugarcane/sugarcane018ahf.jpeg,sugarcane,3
39,/kaggle/input/kag2/sugarcane/sugarcane0010arot.jpeg,sugarcane,3
40,/kaggle/input/kag2/sugarcane/sugarcane033ahf.jpeg,sugarcane,3
41,/kaggle/input/kag2/sugarcane/sugarcane030arot.jpeg,sugarcane,3
42,/kaggle/input/kag2/sugarcane/sugarcane022ahs.jpeg,sugarcane,3
43,/kaggle/input/kag2/sugarcane/sugarcane006ahf.jpeg,sugarcane,3
44,/kaggle/input/kag2/sugarcane/sugarcane007ahf.jpeg,sugarcane,3
45,/kaggle/input/kag2/sugarcane/sugarcane030a.jpeg,sugarcane,3
46,/kaggle/input/kag2/sugarcane/sugarcane0002ahs.jpeg,sugarcane,3
47,/kaggle/input/kag2/sugarcane/sugarcane027ahs.jpeg,sugarcane,3
48,/kaggle/input/kag2/sugarcane/sugarcane040a.jpeg,sugarcane,3
49,/kaggle/input/kag2/sugarcane/sugarcane032a.jpeg,sugarcane,3
50,/kaggle/input/kag2/sugarcane/sugarcane017ahf.jpeg,sugarcane,3
51,/kaggle/input/kag2/sugarcane/sugarcane035arot.jpeg,sugarcane,3
52,/kaggle/input/kag2/sugarcane/sugarcane007ahs.jpeg,sugarcane,3
53,/kaggle/input/kag2/sugarcane/sugarcane035ahf.jpeg,sugarcane,3
54,/kaggle/input/kag2/sugarcane/sugarcane039arot.jpeg,sugarcane,3
55,/kaggle/input/kag2/sugarcane/sugarcane037a.jpeg,sugarcane,3
56,/kaggle/input/kag2/sugarcane/sugarcane012ahf.jpeg,sugarcane,3
57,/kaggle/input/kag2/sugarcane/sugarcane031arot.jpeg,sugarcane,3
58,/kaggle/input/kag2/sugarcane/sugarcane020a.jpeg,sugarcane,3
59,/kaggle/input/kag2/sugarcane/sugarcane013arot.jpeg,sugarcane,3
60,/kaggle/input/kag2/sugarcane/sugarcane024a.jpeg,sugarcane,3
61,/kaggle/input/kag2/sugarcane/sugarcane005ahs.jpeg,sugarcane,3
62,/kaggle/input/kag2/sugarcane/sugarcane0003arot.jpeg,sugarcane,3
63,/kaggle/input/kag2/sugarcane/sugarcane035a.jpeg,sugarcane,3
64,/kaggle/input/kag2/sugarcane/sugarcane0004ahf.jpeg,sugarcane,3
65,/kaggle/input/kag2/sugarcane/sugarcane013a.jpeg,sugarcane,3
66,/kaggle/input/kag2/sugarcane/sugarcane0004a.jpeg,sugarcane,3
67,/kaggle/input/kag2/sugarcane/sugarcane039ahf.jpeg,sugarcane,3
68,/kaggle/input/kag2/sugarcane/sugarcane018a.jpeg,sugarcane,3
69,/kaggle/input/kag2/sugarcane/sugarcane016ahs.jpeg,sugarcane,3
70,/kaggle/input/kag2/sugarcane/sugarcane0010ahf.jpeg,sugarcane,3
71,/kaggle/input/kag2/sugarcane/sugarcane009ahs.jpeg,sugarcane,3
72,/kaggle/input/kag2/sugarcane/sugarcane0001arot.jpeg,sugarcane,3
73,/kaggle/input/kag2/sugarcane/sugarcane025a.jpeg,sugarcane,3
74,/kaggle/input/kag2/sugarcane/sugarcane007arot.jpeg,sugarcane,3
75,/kaggle/input/kag2/sugarcane/sugarcane019arot.jpeg,sugarcane,3
76,/kaggle/input/kag2/sugarcane/sugarcane0011ahf.jpeg,sugarcane,3
77,/kaggle/input/kag2/sugarcane/sugarcane023ahf.jpeg,sugarcane,3
78,/kaggle/input/kag2/sugarcane/sugarcane026ahs.jpeg,sugarcane,3
79,/kaggle/input/kag2/sugarcane/sugarcane015ahs.jpeg,sugarcane,3
80,/kaggle/input/kag2/sugarcane/sugarcane038a.jpeg,sugarcane,3
81,/kaggle/input/kag2/sugarcane/sugarcane021ahs.jpeg,sugarcane,3
82,/kaggle/input/kag2/sugarcane/sugarcane020ahf.jpeg,sugarcane,3
83,/kaggle/input/kag2/sugarcane/sugarcane0001ahs.jpeg,sugarcane,3
84,/kaggle/input/kag2/sugarcane/sugarcane029a.jpeg,sugarcane,3
85,/kaggle/input/kag2/sugarcane/sugarcane019a.jpeg,sugarcane,3
86,/kaggle/input/kag2/sugarcane/sugarcane038arot.jpeg,sugarcane,3
87,/kaggle/input/kag2/sugarcane/sugarcane026arot.jpeg,sugarcane,3
88,/kaggle/input/kag2/sugarcane/sugarcane031ahf.jpeg,sugarcane,3
89,/kaggle/input/kag2/sugarcane/sugarcane0003a.jpeg,sugarcane,3
90,/kaggle/input/kag2/sugarcane/sugarcane018ahs.jpeg,sugarcane,3
91,/kaggle/input/kag2/sugarcane/sugarcane033ahs.jpeg,sugarcane,3
92,/kaggle/input/kag2/sugarcane/sugarcane026ahf.jpeg,sugarcane,3
93,/kaggle/input/kag2/sugarcane/sugarcane008a.jpeg,sugarcane,3
94,/kaggle/input/kag2/sugarcane/sugarcane014ahs.jpeg,sugarcane,3
95,/kaggle/input/kag2/sugarcane/sugarcane032ahs.jpeg,sugarcane,3
96,/kaggle/input/kag2/sugarcane/sugarcane012ahs.jpeg,sugarcane,3
97,/kaggle/input/kag2/sugarcane/sugarcane0002ahf.jpeg,sugarcane,3
98,/kaggle/input/kag2/sugarcane/sugarcane029ahf.jpeg,sugarcane,3
99,/kaggle/input/kag2/sugarcane/sugarcane037arot.jpeg,sugarcane,3
100,/kaggle/input/kag2/sugarcane/sugarcane024ahf.jpeg,sugarcane,3
101,/kaggle/input/kag2/sugarcane/sugarcane014ahf.jpeg,sugarcane,3
102,/kaggle/input/kag2/sugarcane/sugarcane023arot.jpeg,sugarcane,3
103,/kaggle/input/kag2/sugarcane/sugarcane012a.jpeg,sugarcane,3
104,/kaggle/input/kag2/sugarcane/sugarcane036arot.jpeg,sugarcane,3
105,/kaggle/input/kag2/sugarcane/sugarcane017a.jpeg,sugarcane,3
106,/kaggle/input/kag2/sugarcane/sugarcane022a.jpeg,sugarcane,3
107,/kaggle/input/kag2/sugarcane/sugarcane039a.jpeg,sugarcane,3
108,/kaggle/input/kag2/sugarcane/sugarcane0001ahf.jpeg,sugarcane,3
109,/kaggle/input/kag2/sugarcane/sugarcane012arot.jpeg,sugarcane,3
110,/kaggle/input/kag2/sugarcane/sugarcane0010ahs.jpeg,sugarcane,3
111,/kaggle/input/kag2/sugarcane/sugarcane005arot.jpeg,sugarcane,3
112,/kaggle/input/kag2/sugarcane/sugarcane023a.jpeg,sugarcane,3
113,/kaggle/input/kag2/sugarcane/sugarcane029arot.jpeg,sugarcane,3
114,/kaggle/input/kag2/sugarcane/sugarcane024ahs.jpeg,sugarcane,3
115,/kaggle/input/kag2/sugarcane/sugarcane034ahf.jpeg,sugarcane,3
116,/kaggle/input/kag2/sugarcane/sugarcane036a.jpeg,sugarcane,3
117,/kaggle/input/kag2/sugarcane/sugarcane022arot.jpeg,sugarcane,3
118,/kaggle/input/kag2/sugarcane/sugarcane0002a.jpeg,sugarcane,3
119,/kaggle/input/kag2/sugarcane/sugarcane040ahf.jpeg,sugarcane,3
120,/kaggle/input/kag2/sugarcane/sugarcane035ahs.jpeg,sugarcane,3
121,/kaggle/input/kag2/sugarcane/sugarcane033arot.jpeg,sugarcane,3
122,/kaggle/input/kag2/sugarcane/sugarcane024arot.jpeg,sugarcane,3
123,/kaggle/input/kag2/sugarcane/sugarcane028arot.jpeg,sugarcane,3
124,/kaggle/input/kag2/sugarcane/sugarcane0004ahs.jpeg,sugarcane,3
125,/kaggle/input/kag2/sugarcane/sugarcane006a.jpeg,sugarcane,3
126,/kaggle/input/kag2/sugarcane/sugarcane033a.jpeg,sugarcane,3
127,/kaggle/input/kag2/sugarcane/sugarcane038ahf.jpeg,sugarcane,3
128,/kaggle/input/kag2/sugarcane/sugarcane0001a.jpeg,sugarcane,3
129,/kaggle/input/kag2/sugarcane/sugarcane040ahs.jpeg,sugarcane,3
130,/kaggle/input/kag2/sugarcane/sugarcane034arot.jpeg,sugarcane,3
131,/kaggle/input/kag2/sugarcane/sugarcane0010a.jpeg,sugarcane,3
132,/kaggle/input/kag2/sugarcane/sugarcane0011ahs.jpeg,sugarcane,3
133,/kaggle/input/kag2/sugarcane/sugarcane006ahs.jpeg,sugarcane,3
134,/kaggle/input/kag2/sugarcane/sugarcane014arot.jpeg,sugarcane,3
135,/kaggle/input/kag2/sugarcane/sugarcane009ahf.jpeg,sugarcane,3
136,/kaggle/input/kag2/sugarcane/sugarcane008ahf.jpeg,sugarcane,3
137,/kaggle/input/kag2/sugarcane/sugarcane025ahf.jpeg,sugarcane,3
138,/kaggle/input/kag2/sugarcane/sugarcane037ahf.jpeg,sugarcane,3
139,/kaggle/input/kag2/sugarcane/sugarcane007a.jpeg,sugarcane,3
140,/kaggle/input/kag2/sugarcane/sugarcane008arot.jpeg,sugarcane,3
141,/kaggle/input/kag2/sugarcane/sugarcane015arot.jpeg,sugarcane,3
142,/kaggle/input/kag2/sugarcane/sugarcane038ahs.jpeg,sugarcane,3
143,/kaggle/input/kag2/sugarcane/sugarcane006arot.jpeg,sugarcane,3
144,/kaggle/input/kag2/sugarcane/sugarcane015a.jpeg,sugarcane,3
145,/kaggle/input/kag2/sugarcane/sugarcane021a.jpeg,sugarcane,3
146,/kaggle/input/kag2/sugarcane/sugarcane013ahf.jpeg,sugarcane,3
147,/kaggle/input/kag2/sugarcane/sugarcane020arot.jpeg,sugarcane,3
148,/kaggle/input/kag2/sugarcane/sugarcane022ahf.jpeg,sugarcane,3
149,/kaggle/input/kag2/sugarcane/sugarcane032ahf.jpeg,sugarcane,3
150,/kaggle/input/kag2/sugarcane/sugarcane005a.jpeg,sugarcane,3
151,/kaggle/input/kag2/sugarcane/sugarcane018arot.jpeg,sugarcane,3
152,/kaggle/input/kag2/sugarcane/sugarcane030ahs.jpeg,sugarcane,3
153,/kaggle/input/kag2/sugarcane/sugarcane0011arot.jpeg,sugarcane,3
154,/kaggle/input/kag2/sugarcane/sugarcane021ahf.jpeg,sugarcane,3
155,/kaggle/input/kag2/sugarcane/sugarcane029ahs.jpeg,sugarcane,3
156,/kaggle/input/kag2/sugarcane/sugarcane028ahf.jpeg,sugarcane,3
157,/kaggle/input/kag2/sugarcane/sugarcane015ahf.jpeg,sugarcane,3
158,/kaggle/input/kag2/sugarcane/sugarcane019ahf.jpeg,sugarcane,3
159,/kaggle/input/kag2/wheat/wheat0004a.jpeg,wheat,4
160,/kaggle/input/kag2/wheat/wheat017a.jpeg,wheat,4
161,/kaggle/input/kag2/wheat/wheat004a.jpeg,wheat,4
162,/kaggle/input/kag2/wheat/wheat025arot.jpeg,wheat,4
163,/kaggle/input/kag2/wheat/wheat039ahs.jpeg,wheat,4
164,/kaggle/input/kag2/wheat/wheat016ahs.jpeg,wheat,4
165,/kaggle/input/kag2/wheat/wheat0004ahs.jpeg,wheat,4
166,/kaggle/input/kag2/wheat/wheat039arot.jpeg,wheat,4
167,/kaggle/input/kag2/wheat/wheat023a.jpeg,wheat,4
168,/kaggle/input/kag2/wheat/wheat019ahf.jpeg,wheat,4
169,/kaggle/input/kag2/wheat/wheat009ahs.jpeg,wheat,4
170,/kaggle/input/kag2/wheat/wheat037a.jpeg,wheat,4
171,/kaggle/input/kag2/wheat/wheat005arot.jpeg,wheat,4
172,/kaggle/input/kag2/wheat/wheat018a.jpeg,wheat,4
173,/kaggle/input/kag2/wheat/wheat009arot.jpeg,wheat,4
174,/kaggle/input/kag2/wheat/wheat019ahs.jpeg,wheat,4
175,/kaggle/input/kag2/wheat/wheat018ahf.jpeg,wheat,4
176,/kaggle/input/kag2/wheat/wheat006ahf.jpeg,wheat,4
177,/kaggle/input/kag2/wheat/wheat027arot.jpeg,wheat,4
178,/kaggle/input/kag2/wheat/wheat013arot.jpeg,wheat,4
179,/kaggle/input/kag2/wheat/wheat034ahf.jpeg,wheat,4
180,/kaggle/input/kag2/wheat/wheat011.jpeg,wheat,4
181,/kaggle/input/kag2/wheat/wheat030a.jpeg,wheat,4
182,/kaggle/input/kag2/wheat/wheat036arot.jpeg,wheat,4
183,/kaggle/input/kag2/wheat/wheat040ahs.jpeg,wheat,4
184,/kaggle/input/kag2/wheat/wheat009a.jpeg,wheat,4
185,/kaggle/input/kag2/wheat/wheat012arot.jpeg,wheat,4
186,/kaggle/input/kag2/wheat/wheat038a.jpeg,wheat,4
187,/kaggle/input/kag2/wheat/wheat016a.jpeg,wheat,4
188,/kaggle/input/kag2/wheat/wheat007ahf.jpeg,wheat,4
189,/kaggle/input/kag2/wheat/wheat007a.jpeg,wheat,4
190,/kaggle/input/kag2/wheat/wheat011hf.jpeg,wheat,4
191,/kaggle/input/kag2/wheat/wheat015ahs.jpeg,wheat,4
192,/kaggle/input/kag2/wheat/wheat026a.jpeg,wheat,4
193,/kaggle/input/kag2/wheat/wheat014ahf.jpeg,wheat,4
194,/kaggle/input/kag2/wheat/wheat032ahf.jpeg,wheat,4
195,/kaggle/input/kag2/wheat/wheat020arot.jpeg,wheat,4
196,/kaggle/input/kag2/wheat/wheat0002ahs.jpeg,wheat,4
197,/kaggle/input/kag2/wheat/wheat031ahs.jpeg,wheat,4
198,/kaggle/input/kag2/wheat/wheat035a.jpeg,wheat,4
199,/kaggle/input/kag2/wheat/wheat034a.jpeg,wheat,4
200,/kaggle/input/kag2/wheat/wheat037ahs.jpeg,wheat,4
201,/kaggle/input/kag2/wheat/wheat006ahs.jpeg,wheat,4
202,/kaggle/input/kag2/wheat/wheat013ahf.jpeg,wheat,4
203,/kaggle/input/kag2/wheat/wheat029ahs.jpeg,wheat,4
204,/kaggle/input/kag2/wheat/wheat020a.jpeg,wheat,4
205,/kaggle/input/kag2/wheat/wheat021a.jpeg,wheat,4
206,/kaggle/input/kag2/wheat/wheat003hs.jpeg,wheat,4
207,/kaggle/input/kag2/wheat/wheat0001a.jpeg,wheat,4
208,/kaggle/input/kag2/wheat/wheat014arot.jpeg,wheat,4
209,/kaggle/input/kag2/wheat/wheat031ahf.jpeg,wheat,4
210,/kaggle/input/kag2/wheat/wheat007arot.jpeg,wheat,4
211,/kaggle/input/kag2/wheat/wheat013a.jpeg,wheat,4
212,/kaggle/input/kag2/wheat/wheat040ahf.jpeg,wheat,4
213,/kaggle/input/kag2/wheat/wheat040arot.jpeg,wheat,4
214,/kaggle/input/kag2/wheat/wheat018ahs.jpeg,wheat,4
215,/kaggle/input/kag2/wheat/wheat024ahf.jpeg,wheat,4
216,/kaggle/input/kag2/wheat/wheat021arot.jpeg,wheat,4
217,/kaggle/input/kag2/wheat/wheat021ahf.jpeg,wheat,4
218,/kaggle/input/kag2/wheat/wheat004ahs.jpeg,wheat,4
219,/kaggle/input/kag2/wheat/wheat016ahf.jpeg,wheat,4
220,/kaggle/input/kag2/wheat/wheat026ahf.jpeg,wheat,4
221,/kaggle/input/kag2/wheat/wheat026arot.jpeg,wheat,4
222,/kaggle/input/kag2/wheat/wheat004ahf.jpeg,wheat,4
223,/kaggle/input/kag2/wheat/wheat0004ahf.jpeg,wheat,4
224,/kaggle/input/kag2/wheat/wheat022arot.jpeg,wheat,4
225,/kaggle/input/kag2/wheat/wheat003hf.jpeg,wheat,4
226,/kaggle/input/kag2/wheat/wheat025ahs.jpeg,wheat,4
227,/kaggle/input/kag2/wheat/wheat009ahf.jpeg,wheat,4
228,/kaggle/input/kag2/wheat/wheat033ahs.jpeg,wheat,4
229,/kaggle/input/kag2/wheat/wheat023ahs.jpeg,wheat,4
230,/kaggle/input/kag2/wheat/wheat012ahf.jpeg,wheat,4
231,/kaggle/input/kag2/wheat/wheat028arot.jpeg,wheat,4
232,/kaggle/input/kag2/wheat/wheat030ahf.jpeg,wheat,4
233,/kaggle/input/kag2/wheat/wheat008arot.jpeg,wheat,4
234,/kaggle/input/kag2/wheat/wheat005a.jpeg,wheat,4
235,/kaggle/input/kag2/wheat/wheat030ahs.jpeg,wheat,4
236,/kaggle/input/kag2/wheat/wheat033ahf.jpeg,wheat,4
237,/kaggle/input/kag2/wheat/wheat015arot.jpeg,wheat,4
238,/kaggle/input/kag2/wheat/wheat017arot.jpeg,wheat,4
239,/kaggle/input/kag2/wheat/wheat037ahf.jpeg,wheat,4
240,/kaggle/input/kag2/wheat/wheat017ahs.jpeg,wheat,4
241,/kaggle/input/kag2/wheat/wheat013ahs.jpeg,wheat,4
242,/kaggle/input/kag2/wheat/wheat039ahf.jpeg,wheat,4
243,/kaggle/input/kag2/wheat/wheat027ahf.jpeg,wheat,4
244,/kaggle/input/kag2/wheat/wheat015a.jpeg,wheat,4
245,/kaggle/input/kag2/wheat/wheat003rot.jpeg,wheat,4
246,/kaggle/input/kag2/wheat/wheat015ahf.jpeg,wheat,4
247,/kaggle/input/kag2/wheat/wheat010arot.jpeg,wheat,4
248,/kaggle/input/kag2/wheat/wheat017ahf.jpeg,wheat,4
249,/kaggle/input/kag2/wheat/wheat019arot.jpeg,wheat,4
250,/kaggle/input/kag2/wheat/wheat032arot.jpeg,wheat,4
251,/kaggle/input/kag2/wheat/wheat031a.jpeg,wheat,4
252,/kaggle/input/kag2/wheat/wheat007ahs.jpeg,wheat,4
253,/kaggle/input/kag2/wheat/wheat025a.jpeg,wheat,4
254,/kaggle/input/kag2/wheat/wheat024ahs.jpeg,wheat,4
255,/kaggle/input/kag2/wheat/wheat0001ahs.jpeg,wheat,4
256,/kaggle/input/kag2/wheat/wheat011hs.jpeg,wheat,4
257,/kaggle/input/kag2/wheat/wheat008ahs.jpeg,wheat,4
258,/kaggle/input/kag2/wheat/wheat028ahf.jpeg,wheat,4
259,/kaggle/input/kag2/wheat/wheat032a.jpeg,wheat,4
260,/kaggle/input/kag2/wheat/wheat038arot.jpeg,wheat,4
261,/kaggle/input/kag2/wheat/wheat039a.jpeg,wheat,4
262,/kaggle/input/kag2/wheat/wheat035ahf.jpeg,wheat,4
263,/kaggle/input/kag2/wheat/wheat014a.jpeg,wheat,4
264,/kaggle/input/kag2/wheat/wheat012a.jpeg,wheat,4
265,/kaggle/input/kag2/wheat/wheat040a.jpeg,wheat,4
266,/kaggle/input/kag2/wheat/wheat020ahf.jpeg,wheat,4
267,/kaggle/input/kag2/wheat/wheat022ahf.jpeg,wheat,4
268,/kaggle/input/kag2/wheat/wheat038ahs.jpeg,wheat,4
269,/kaggle/input/kag2/wheat/wheat018arot.jpeg,wheat,4
270,/kaggle/input/kag2/wheat/wheat031arot.jpeg,wheat,4
271,/kaggle/input/kag2/wheat/wheat033arot.jpeg,wheat,4
272,/kaggle/input/kag2/wheat/wheat005ahs.jpeg,wheat,4
273,/kaggle/input/kag2/wheat/wheat038ahf.jpeg,wheat,4
274,/kaggle/input/kag2/wheat/wheat036a.jpeg,wheat,4
275,/kaggle/input/kag2/wheat/wheat008a.jpeg,wheat,4
276,/kaggle/input/kag2/wheat/wheat036ahs.jpeg,wheat,4
277,/kaggle/input/kag2/wheat/wheat008ahf.jpeg,wheat,4
278,/kaggle/input/kag2/wheat/wheat030arot.jpeg,wheat,4
279,/kaggle/input/kag2/wheat/wheat0004arot.jpeg,wheat,4
280,/kaggle/input/kag2/wheat/wheat012ahs.jpeg,wheat,4
281,/kaggle/input/kag2/wheat/wheat006a.jpeg,wheat,4
282,/kaggle/input/kag2/wheat/wheat005ahf.jpeg,wheat,4
283,/kaggle/input/kag2/wheat/wheat034ahs.jpeg,wheat,4
284,/kaggle/input/kag2/wheat/wheat025ahf.jpeg,wheat,4
285,/kaggle/input/kag2/wheat/wheat034arot.jpeg,wheat,4
286,/kaggle/input/kag2/wheat/wheat022a.jpeg,wheat,4
287,/kaggle/input/kag2/wheat/wheat029ahf.jpeg,wheat,4
288,/kaggle/input/kag2/wheat/wheat0002arot.jpeg,wheat,4
289,/kaggle/input/kag2/wheat/wheat027a.jpeg,wheat,4
290,/kaggle/input/kag2/wheat/wheat010ahf.jpeg,wheat,4
291,/kaggle/input/kag2/wheat/wheat036ahf.jpeg,wheat,4
292,/kaggle/input/kag2/wheat/wheat027ahs.jpeg,wheat,4
293,/kaggle/input/kag2/wheat/wheat023ahf.jpeg,wheat,4
294,/kaggle/input/kag2/wheat/wheat035arot.jpeg,wheat,4
295,/kaggle/input/kag2/wheat/wheat033a.jpeg,wheat,4
296,/kaggle/input/kag2/wheat/wheat024arot.jpeg,wheat,4
297,/kaggle/input/kag2/wheat/wheat023arot.jpeg,wheat,4
298,/kaggle/input/kag2/wheat/wheat026ahs.jpeg,wheat,4
299,/kaggle/input/kag2/wheat/wheat016arot.jpeg,wheat,4
300,/kaggle/input/kag2/wheat/wheat010ahs.jpeg,wheat,4
301,/kaggle/input/kag2/wheat/wheat022ahs.jpeg,wheat,4
302,/kaggle/input/kag2/wheat/wheat010a.jpeg,wheat,4
303,/kaggle/input/kag2/wheat/wheat028ahs.jpeg,wheat,4
304,/kaggle/input/kag2/wheat/wheat019a.jpeg,wheat,4
305,/kaggle/input/kag2/wheat/wheat035ahs.jpeg,wheat,4
306,/kaggle/input/kag2/wheat/wheat028a.jpeg,wheat,4
307,/kaggle/input/kag2/wheat/wheat029a.jpeg,wheat,4
308,/kaggle/input/kag2/wheat/wheat024a.jpeg,wheat,4
309,/kaggle/input/kag2/wheat/wheat003.jpeg,wheat,4
310,/kaggle/input/kag2/wheat/wheat032ahs.jpeg,wheat,4
311,/kaggle/input/kag2/wheat/wheat011rot.jpeg,wheat,4
